Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ejecutado;Importe 2021;Importe 2022;Importe 2023;Importe 2024;Resto Anualidades;Total previsto;Estado;Observaciones;Url_Fotografia;Fecha de los datos
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000340;PASO INFERIOR BAJO LÍNEA FERROCARRIL POLÍGONO INDUSTRIAL VILLA DE VALLECAS. DESDOBLAMIENTO;2021;2022;;213 (50%) - 218 (50%);PUENTE DE VALLECAS - VILLA DE VALLECAS;POLÍGONO INDUSTRIAL VILLA DE VALLECAS;;POLÍGONO INDUSTRIAL VILLA DE VALLECAS;;'40.37410474;'-3.65135769;7;INFRAESTRUCTURAS;;1000000;2000000;;;;3000000;EN PROCESO;;;14/02/2022
700;EMPRESA MUNICIPAL DE TRANSPORTES, S.A.;150;MEDIO AMBIENTE Y MOVILIDAD;2021/EMT/001;CONSTRUCCIÓN DE NUEVO CENTRO DE OPERACIONES EN LA ÉLIPA;2021;2024;;215;CIUDAD LINEAL;LA ÉLIPA;Calle;Nuestra señora del Villar;31;'40.4231;'-3.6524;2;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;418280;4000000;16000000;40000000;4000000;0;64418280;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/001065;CASA DE LA JUVENTUD C/ RÍO ESMERALDA, 15. CONSTRUCCIÓN;2019;2021;2021;213;PUENTE DE VALLECAS;Calle Río Esmeralda, 15 C/V Golfo De Dorien;Calle;Río Esmeralda, 15 C/V Golfo De Dorien;;'40.382868;'-3.6539887;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;505431,22;1323549;;;;;1828980,22;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2018-001065_RioEsmeralda.jpg;14/02/2022
1;AYUNTAMIENTO;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;2020/000717;PARQUE DE BOMBEROS Nº 8. REFORMA TORRE MANIOBRAS Y DEPENDENCIAS FORMACIÓN BOMBEROS;2020;2021;2021;213;PUENTE DE VALLECAS;Calle Pio Felipe, 24;Calle;Pio Felipe;24;'40.3946244;'-3.6553078;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;499998,51;2249573;;;;;2749571,51;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2020-717_Pque8TorreFormaci%C3%B3n.jpg;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/007070;BASE SAMUR PUENTE VALLECAS, AVENIDA BUENOS AIRES, 17. CONSTRUCCIÓN;2020;2021;;213;PUENTE DE VALLECAS;Avenida Buenos Aires, 17 C/V Calle Sierra Salvada;Avenida;Buenos Aires, 17 C/V Calle Sierra Salvada;;'40.3887019;'-3.6555218;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;45111,9;2107769;;;;;2152880,9;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/007071;UNIDAD INTEGRAL POLICÍA MUNICIPAL PUENTE VALLECAS, AVDA. BUENOS AIRES, 17. CONSTRUCCIÓN;2020;2022;;213;PUENTE DE VALLECAS;Avenida Buenos Aires, 17 C/V Calle Sierra Salvada;Avenida;Buenos Aires, 17 C/V Calle Sierra Salvada;;'40.3887020;'-3.6555218;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;61688,97;4773248;977932;;;;5812868,97;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2019/003694;C/ALCALÁ:TRAMO M-30-QUINTANA.CIUDAD LINEAL.ADECUACIÓN FIRMES Y PAVIMENTOS ACERAS Y CALZADAS;2020;2021;2021;215;CIUDAD LINEAL;C/ALCALÁ:TRAMO M-30-QUINTANA;;C/ALCALÁ:TRAMO M-30-QUINTANA;;'40.43289977;'-3.65625348;8;MANTENIMIENTO URBANO;284404,51;1461920;;;;;1746324,51;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2019-003694_AlcalaQuintana.jpg;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000519;APR 13.01 SIERRA TOLEDANA. URBANIZACIÓN;2019;2021;;213;PUENTE DE VALLECAS;Calles Doctor Lozano, Pico Cuadramón, Baltasar Santos, Ruzafa, Fernando Pastor, Pico Anayet, Garganta De Aisa, Pico Veleta, Patio De Santiago Y Sierra Toledana. Distrito Puente De Vallecas;Calle;Doctor Lozano, Pico Cuadramón, Baltasar Santos, Ruzafa, Fernando Pastor, Pico Anayet, Garganta De Aisa, Pico Veleta, Patio De Santiago Y Sierra Toledana. ;;'40.4040032;'-3.6596165;6;URBANISMO;251075,4;3295650;;;;;3546725,4;EN PROCESO;;;14/02/2022
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;2020/EMSFMC/05;RENOVACIÓN  TANATORIOS;2020;2024;;215;CIUDAD LINEAL;Calle Salvador De Madariaga,11 28027 Madrid;Calle;Salvador De Madariaga;11;'40.4401633;'-3.6598874;4;SALUD PÚBLICA;0;1850000;250000;200000;100000;0;2400000;EN PROCESO;;;14/02/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;20;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN SAN FRANCISCO JAVIER VI;2017;2021;;213;PUENTE DE VALLECAS;Contrucción Calle Eduardo Rojo;Calle;Eduardo Rojo;;'40.38564471870830;'-3.6636112588068200;15;VIVENDA;2049553,74;9097317,69;0;0;0;0;11146871,43;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2019/004342;ZONAS AJARDINADAS DEL DISTRITO C - LAS TABLAS. RED DE AGUA REGENERADA;2020;2021;2021;208;FUENCARRAL-EL PARDO;Calle Portomarín. Las Tablas;Calle;Portomarin;;'40.51114669686900;'-3.6657594745467500;9;MEDIO AMBIENTE;163848,03;1465385;;;;;1629233,03;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2019-004342_LasTablas.jpg;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2019/000302;CENTRO DE SERVICIOS SOCIALES SAN DIEGO. AMPLIACIÓN;2019;2021;;213;PUENTE DE VALLECAS;Calle javier De Miguel, 10 C/V San Diego,8 C/V Puerto Bonaigua;Calle;Calle javier De Miguel, 10 C/V San Diego,8 C/V Puerto Bonaigua;;'40.3886611;'-3.6658291;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;264492,81;2908468;;;;;3172960,81;EN PROCESO;;;14/02/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;10;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 3;2017;2022;;213;PUENTE DE VALLECAS;Contrucción Calle Martínez De La Riva, 100;Calle;Martínez de la Riva;100;'40.386498;'-3.6663675;15;VIVENDA;384127,9;6505389,63;3000000;0;0;0;9889517,53;EN PROCESO;;;14/02/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;22;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 4;2019;2022;;213;PUENTE DE VALLECAS;Contrucción Calle Peña Amaya, 1;Calle;Peña Amaya;1;'40.3850508;'-3.6668926;15;VIVENDA;251356,91;4141352,55;5694359,75;0;0;0;10087069,21;EN PROCESO;;;14/02/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;9;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 2;2017;2021;;213;PUENTE DE VALLECAS;Contrucción Calle Puerto De La Bonaigua, 45;Calle;Puerto de la Bonaigua;45;'40.3864054;'-3.6671987;15;VIVENDA;2694202,76;4946613,07;0;0;0;0;7640815,83;EN PROCESO;;;14/02/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;11;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 14;2018;2023;;213;PUENTE DE VALLECAS;Contrucción Avenida San Diego, 89;Avenida;San Diego;89;'40.3851781;'-3.6680348;15;VIVENDA;482937,31;11630033,31;8000000;1000000;0;0;21112970,62;EN PROCESO;;;14/02/2022
700;EMPRESA MUNICIPAL DE TRANSPORTES, S.A.;150;MEDIO AMBIENTE Y MOVILIDAD;2021/EMT/002;CONSTRUCCIÓN DE NUEVO CENTRO DE OPERACIONES EN LAS TABLAS;2021;2024;;208;FUENCARRAL-EL PARDO;LAS TABLAS;Calle;San Miguel del Camino;2f;'40.5051;'-3.6695;2;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;0;1000000;18100000;40200000;40100000;0;99400000;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000476;CENTRO CULTURAL C/ PASTORA IMPERIO, 4. CONSTRUCCIÓN;2021;2022;;205;CHAMARTÍN;Calle Pastora Imperio, 4;Calle;Pastora Imperio;4;'40.4829999;'-3.6774787;10;CULTURA;;300000;1100000;;;;1400000;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000189;UNIDAD INTEGRAL POLICÍA DISTRITO RETIRO Y BASE DEL SAMUR. CONSTRUCCIÓN;2017;2022;;203;RETIRO;Calle hoyuelo, 7;Calle;Hoyuelo;7;'40.4009974;'-3.6784228;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;69185,26;3464492;1521235;;;;5054912,26;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/007068;NAVE PARA ALMACÉN DE BOMBEROS EN LA ATALAYUELA. CONSTRUCCIÓN;2021;2023;;218;VILLA DE VALLECAS;El Real de San Vicente, 61;Calle;El Real de San Vicente;61;'40.36931148352710;'-3.633227554724130;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;;100000;2100000;600000;;;2800000;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2019/003814;JARDINES DEL BUEN RETIRO. REHABILITACIÓN INTEGRAL DEL ENTORNO DEL METEREOLÓGICO;2020;2021;2021;203;RETIRO;Paseo De Uruguay C/V Paseo Duque De Fernan Núñez;Paseo de;Uruguay C/V Paseo Duque De Fernan Núñez;;'40.4120652;'-3.6793009;9;MEDIO AMBIENTE;71107,1;1049260;;;;;1120367,1;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2019-3814_Jardines_Retiro_Ent_Meteorologico.jpeg;14/02/2022
1;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2020/000278;OBRAS EJECUCIÓN NUDO NORTE M-30 MADRID;2020;2022;;"205 (30%) - 
208 (70%)";FUENCARRAL-EL PARDO - CHAMARTÍN;Entre Avenida De La Ilustración Y Nudo De Manoteras, Tramo Desde El Pk 30+300 Hasta El 32+200;;Entre Avenida De La Ilustración Y Nudo De Manoteras, Tramo Desde El Pk 30+300 Hasta El 32+200;;'40.4833757449582;'-3.6813940831152700;7;INFRAESTRUCTURAS;80197,52;30203684;28200000;;;;58483881,52;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000317;BIBLIOTECA DE VILLAVERDE. CONSTRUCCIÓN;2019;2023;;217;VILLAVERDE;Calle Calcio, 1;Calle;Calcio;1;'40.3512974;'-3.6816647;10;CULTURA;194517,76;331181;3459100,28;39956,84;;;4024755,88;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000724;PASARELA PEATONAL ACCESO CERCANÍAS SAN CRISTÓBAL DE LOS ÁNGELES DESDE Bº DE BUTARQUE;2018;2021;;217;VILLAVERDE;ACCESO CERCANÍAS SAN CRISTÓBAL DE LOS ÁNGELE;;ACCESO CERCANÍAS SAN CRISTÓBAL DE LOS ÁNGELE;;'40.3403167;'-3.6832757;7;INFRAESTRUCTURAS;43741,84;3815618;;;;;3859359,84;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000423;CENTRO DE MAYORES C/ TELLEZ. CONSTRUCCION;2021;2023;;203;RETIRO;Calle Téllez, 2;Calle;Téllez;2;'40.4042354;'-3.6858061;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;;150000;2750000;1000000;;;3900000;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;204;DISTRITO DE SALAMANCA;2020/000354;EDIFICIO SEDE DISTRITO SALAMANCA. OBRAS DE REHABILITACIÓN GENERAL;2020;2022;;204;SALAMANCA;Calle Velázquez, 52;Calle;Velázquez;52;'40.4273605;'-3.6858071;0;INVERSIONES DE CARÁCTER GENERAL;17820,88;150000;2000000;;;;2167820,88;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000187;CENTRO DE MAYORES Y OTROS USOS POLIVALENTES C/ BRONCE. CONSTRUCCIÓN;2018;2023;;202;ARGANZUELA;Calle Bronce, 16 C/V Calle Cromo;Calle;Bronce, 16 C/V Calle cromo;;'40.389342;'-3.6906507;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;88309,65;100000;4349993;2527263;;;7065565,65;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000500;PLAN ESPECIAL RECOLETOS-PRADO. OBRAS DE URBANIZACIÓN;2021;2021;2021;203;RETIRO;RECOLETOS-PRADO;;RECOLETOS-PRADO;;'40.40977672;'-3.69196592;6;URBANISMO;;1000000;;;;;1000000;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2021-00500_RecoletosPrado.jpg;14/02/2022
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2016/003;REHABILITACIÓN EDIFICIOS TEATRO FERNÁN GÓMEZ;2016;2023;;204;SALAMANCA;Plaza Colón, 4;Plaza;Colón;4;'40.424681417884300;'-3.6899877647205600;10;CULTURA;1867550,51;1000000;2000000;0;0;500000;5367550,51;EN PROCESO;;;14/02/2022
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2016/004;INSTALACIONES TEATRO FERNÁN GÓMEZ;2016;2023;;204;SALAMANCA;Plaza Colón, 4;Plaza;Colón;4;'40.42481410876830;'-3.6898788242989100;10;CULTURA;94335;350000;1200000;0;0;0;1644335;EN PROCESO;;;14/02/2022
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2017/001;OBRA CIVIL TEATRO FERNÁN GÓMEZ;2017;2023;;204;SALAMANCA;Plaza Colón, 4;Plaza;Colón;4;'40.4251698290035;'-3.6898922220339300;10;CULTURA;781903,914;150000;400000;0;0;0;1331903,914;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;130;CULTURA, TURISMO Y DEPORTE;2009/000430;BIBLIOTECA MUNICIPAL EN BARRIO DE SAN FERMÍN. CONSTRUCCIÓN;2009;2021;2021;212;USERA;Avenida De San Fermín, 8 Y 10;Avenida de;San Fermín; 8 y 10;'40.3711334;'-3.6954568;10;CULTURA;3078900,49;949398;;;;;4028298,49;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2009-000430_SanFermin.jpg;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000404;ANTIGUO MERCADO DE LEGAZPI. SUBSANACIÓN DE PATOLOGÍAS;2021;2021;;202;ARGANZUELA;Plaza De Legazpi;Plaza;Legazpi;;'40.391065;'-3.6976967;0;INVERSIONES DE CARÁCTER GENERAL;;3498658;;;;;3498658;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000252;CENTRO CULTURAL Y BIBLIOTECA EN MONTECARMELO. CONSTRUCCIÓN;2020;2023;;208;FUENCARRAL-EL PARDO;Avenida Montescorial C/V Avenida Metro Silos, 57;Avenida;Montescorial C/V Avenida Monasterio Silos, 57;;'40.5055069;'-3.6980938;10;CULTURA;149638,28;231181;3200000;1450000;;;5030819,28;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000470;CENTRO DEPORTIVO C/COSTANILLA DESAMPARADOS, 15 C/V A C/FÚCAR, 6. CONSTRUCCIÓN;2018;2022;;201;CENTRO;Calle Costanilla De Los Desamparados, 15;Calle;Costanilla de los Desamparados;15;'40.411993428490200;'-3.6960142431122200;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1243794,49;14000000;4777375;;;;20021169,49;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000291;CALLE EDUARDO BARREIROS. REURBANIZACIÓN;2021;2021;;217;VILLAVERDE;CALLE EDUARDO BARREIROS;Calle;EDUARDO BARREIROS;;'40.35706418;'-3.70204189;6;URBANISMO;;12573448;;;;;12573448;EN PROCESO;;;14/02/2022
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2017/002;OBRA CIVIL TEATRO ESPAÑOL (CALLE DEL PRÍNCIPE, 25);2017;2023;;201;CENTRO;Calle Del Príncipe, 25;Calle;del Príncipe;25;'40.4148623;'-3.7023538;10;CULTURA;656658,339;395000;500000;700000;0;1000000;3251658,339;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000329;PUERTA DEL SOL. OBRAS DE REMODELACIÓN;2021;2022;;201;CENTRO;PUERTA DEL SOL;;PUERTA DEL SOL;;'40.41691713;'-3.70355008;6;URBANISMO;;1850000;13328772;;;;15178772;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2021/000349;PARQUE DE PRADOLONGO, DISTRITO DE USERA. REHABILITACIÓN Y AMPLIACIÓN;2021;2022;;212;USERA;Avenida De Los Poblados C/V Calle Doctor Tolosa Latour Y Eduardo Barreiros;Avenida de;Los Poblados C/V Calle Doctor Tolosa Latour Y Eduardo Barreiros;;'40.371319;'-3.703703;9;MEDIO AMBIENTE;;30972;1500000;;;;1530972;EN PROCESO;;;14/02/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;28;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VILLAVERDE INGENIEROS;2019;2024;;217;VILLAVERDE;Contrucción Calle La Pícara Molinera, 62;Calle;La Pícara Molinera;62;'40.3545193;'-3.7050987;15;VIVENDA;421830,78;739537,79;5718613,37;5000000;5937226,74;0;17817208,68;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000253;CENTRO CULTURAL Y BIBLIOTECA EN LAS TABLAS. CONSTRUCCIÓN;2020;2023;;208;FUENCARRAL-EL PARDO;Calle Burguete, 5 C/V Castillo De Candanchú;Calle;Burguete, 5 C/V Castillo De Candanchú;;'40.50394934161540;'-3.6782276991385200;10;CULTURA;149638,28;231181;3400000;1450000;;;5230819,28;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000387;CENTRO DE MAYORES MIRASIERRA. CONSTRUCCIÓN;2021;2023;;208;FUENCARRAL-EL PARDO;Calle Peñavieja C/V Marbella, 59;Calle;Peñavieja C/V Marbella, 59;;'40.49453394197180;'-3.706395285041530;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;;200000;3000000;850000;;;4050000;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2019/003889;APARCAMIENTO EN LA PLAZA DE SANTO DOMINGO. CONSTRUCCIÓN;2020;2021;2021;201;CENTRO;PLAZA DE SANTO DOMINGO;Plaza;SANTO DOMINGO;;'40.42121849;'-3.70663669;7;INFRAESTRUCTURAS;1381794,81;2548995;;;;;3930789,81;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2019-003889_StDomingo.jpg;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000082;ESCUELA INFANTIL EN EL PASEO DE LA DIRECCIÓN. CONSTRUCCIÓN;2021;2023;;206;TETUÁN;Paseo De La Dirección C/V Callealberdi;Paseo de;La Dirección C/V Callealberdi;;'40.465910;'-3.708061;5;EDUCACIÓN;;300000;2100000;700000;;;3100000;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000191;PISCINA CUBIERTA C/CEA BERMUDEZ. CONSTRUCCIÓN;2018;2021;;207;CHAMBERÍ;Calle Cea Bermudez 3 Y 5;Calle;Cea Bermudez;3 y 5;'40.4385953;'-3.7083185;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;864528,42;4796149;;;;;5660677,42;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;2021/000399;PARQUE DE BOMBEROS Nº 5. OBRAS DE REFORMA INTEGRAL;2021;2021;;212;USERA;Paseo Santa María De La Cabeza, 95;Paseo de;Santa María de la Cabeza;95;'40.3922859;'-3.7089303;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;;1489015;;;;;1489015;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2021/000348;PARQUE DEL GASOMETRO, DISTRITO DE ARGANZUELA. REHABILITACIÓN;2021;2022;;202;ARGANZUELA;Calle Ronda De Toledo C/V Calle Gasómetro;Calle;Ronda De Toledo C/V Calle Gasómetro;;'40.4059554;'-3.7102481;9;MEDIO AMBIENTE;;30972;1500000;;;;1530972;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000533;CENTRO DEPORTIVO LA CEBADA. CONSTRUCCIÓN;2017;2021;2021;201;CENTRO;Plaza De La Cebada, 1;Plaza de la;de La Cebada;1;'40.4113817;'-3.7109359;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;4751068,98;8892403;;;;;13643471,98;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2016-000533_LaCebada.jpg;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2015/000207;PLAZA DE ESPAÑA. OBRAS DE REMODELACIÓN;2017;2021;2021;201 (35%) - 209 (65%);MONCLOA-ARAVACA - CENTRO;PLAZA DE ESPAÑA;Plaza;ESPAÑA;;'40.42178207;'-3.71204071;6;URBANISMO;34887748,87;36721179;;;;;71608927,87;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2015-000207_PzEspaña.jpg;14/02/2022
1;AYUNTAMIENTO;130;CULTURA, TURISMO Y DEPORTE;2019/000527;MUSEO DE SAN ISIDRO. OBRAS ADECUACIÓN PARA SOSTENIBILIDAD;2021;2023;;201;CENTRO;Plaza San Andrés, 2;Plaza;San Andrés;2;'40.4120708;'-3.7132821;10;CULTURA;;130000;2000000;1500000;;;3630000;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000537;CENTRO JUVENIL ZOFIO. CONSTRUCCIÓN;2017;2022;;212;USERA;Calle Avena, 5 Y 7;Calle;Avena;5 y 7;'40.37754434245920;'-3.715659804601840;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;2015724,65;2970666;1241713;;;;6228103,65;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;160;DESARROLLO URBANO;2020/007076;ANILLO VERDE DE VILLAVERDE. EJECUCIÓN BOSQUE METROPOLITANO;2021;2021;;217;VILLAVERDE;ANILLO VERDE DE VILLAVERDE;;ANILLO VERDE DE VILLAVERDE;;'40.36002547;'-3.71601781;6;URBANISMO;;2446340;;;;;2446340;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;160;DESARROLLO URBANO;2021/000437;BORDE FORESTAL DE ORCASITAS. EJECUCIÓN DE BOSQUE METROPOLITANO;2021;2021;;212;USERA;BORDE FORESTAL DE ORCASITAS;;BORDE FORESTAL DE ORCASITAS;;'40.36457818;'-3.71745381;6;URBANISMO;;1400000;;;;;1400000;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000276;EDIFICIO C/ FRANCOS RODRIGUEZ, 77.CONSOLIDACION ESTRUCTURAL Y ADAPTACION A NORMATIVA;2020;2021;2021;209;MONCLOA-ARAVACA;Calle Francos Rodriguez, 77 C/V Callepirineos;Calle;Francos Rodriguez, 77 C/V Callepirineos;;'40.4583621;'-3.7176174;0;INVERSIONES DE CARÁCTER GENERAL;2000000;1850000;;;;;3850000;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2020-276_EdificioFrancosRordriguez.JPG;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000292;CUBRICIÓN DE LA M-30 EN EL ÁMBITO DEL VICENTE CALDERÓN;2021;2023;;202;ARGANZUELA;CUBRICIÓN DE LA M-30 EN EL ÁMBITO DEL VICENTE CALDERÓN;;CUBRICIÓN DE LA M-30 EN EL ÁMBITO DEL VICENTE CALDERÓN;;'40.40091796;'-3.72018992;7;INFRAESTRUCTURAS;;9300000;30907466;20000000;;;60207466;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;130;CULTURA, TURISMO Y DEPORTE;2020/000043;CASA DE VARGAS. REHABILITACIÓN CASA-PALACIO Y JARDÍN DE FELIPE II;2020;2022;;209;MONCLOA-ARAVACA;Paseo Del Embarcadero, 2;Paseo del;del Embarcadero;2;'40.4191125;'-3.7256439;10;CULTURA;59147,49;730000;1000000;;;;1789147,49;EN PROCESO;;;14/02/2022
